"ID","TITULO","IMAGEN","TIPO","EPISODIOS","ESTADO","FECHA_ESTRENO","LICENCIA","ID_ESTUDIOS","SRC","ID_GENEROS","DURACION","DESCRIPCION"
"275","Bear Bear Bear Kuma!","https://cdn.myanimelist.net/images/anime/1584/109714.jpg","ONA","12","Finished Airing","2020-10-09","None found","[13, 138, 206]","Light novel","[1, 4]","30.0","Mini anime for Kuma Kuma Kuma Bear released weekly on the Kadokawa Anime YouTube channel."
"276","Genjitsu no Rimuru: Sunshine in the Slime","https://cdn.myanimelist.net/images/anime/1615/136610.jpg","ONA","2","Finished Airing","2023-06-21","None found","[113]","Original","[1, 2, 4]","9.0","A collaboration anime between Genjitsu no Yohane: Sunshine in the Mirror and Tensei shitara Slime Datta Ken."
"277","Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life","https://cdn.myanimelist.net/images/anime/1789/139120.jpg","TV","0","Not yet aired","null","None found","[30, 53]","Light novel","[10, 2, 19, 4]","0.0","The Magical Kingdom of Klyrode summons hundreds of heroes from other worlds every year to fight in their war against the Dark One and his army of powerful demons. Banaza is one of those heroes, summoned from the Royal Capital Paluma, but something’s not right—Banaza is only an average merchant. He has no magic, no fighting ability, and his stats are abysmal. Worse, a mishap leaves him unable to return home! Rejected as a hero and stranded in another world, abandoned to the far reaches of the kingdom by a cruel king who just wants him gone, Banaza’s fate looks pretty bleak. But what will happen once the failed hero candidate finds himself with super cheat powers once he hits level two?  (Source: J-Novel Club)"
"278","Genmu Senki Leda","https://cdn.myanimelist.net/images/anime/1186/133568.jpg","OVA","1","Finished Airing","1985-03-01","Nozomi Entertainment","[39, 336]","Original","[13, 10, 2, 28, 4, 29]","1.0","For a year and a half, Youko Asagiri has fostered an unrequited love for one of her classmates. To express her affection, she composes a piano solo that she plans to show him when she confesses. When the moment of truth comes, however, Youko is not brave enough to speak to her classmate, and the ground suddenly swallows her up!  In an instant, Youko finds herself in the mysterious realm of ""Ashanti."" She quickly makes friends with a talking dog named Lingam, who explains that Ashanti is a sister realm of ""Noa,"" the realm that Youko came from. The two worlds were once connected, but they were separated long ago by the warrior Leda in order to protect the people of Noa. Now, Youko's arrival has temporarily opened a path between the realms, which the evil forces of Zell intend to make permanent.  The forces of Zell steal Youko's cassette player under the belief that it is the mythical ""Heart of Leda,"" a necessary artifact for their nefarious plans. However, Youko manages to evade their capture by transforming into Leda's warrior. With these new powers, will she be able to protect the people of Noa and return to her own world?  [Written by MAL Rewrite]"
"279","Ouji no Honmei wa Akuyaku Reijou","https://cdn.myanimelist.net/images/anime/1432/119495.jpg","ONA","8","Finished Airing","2022-01-10","Ascendent Animation","[322, 308]","Web manga","[2, 19, 53, 4, 12, 46]","6.0","""You're my fiancé, so it's only natural that we do this tonight."" He kisses me deeply and devours my whole body... My first sweet kiss on my first night of reincarnation.  Office worker dies from overworking and gets reincarnated as the villain in her favorite otome game. Will she be able to keep her fiancé or will she lose him to the protagonist?  (Source: MAL News)"
"280","Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Recap","https://cdn.myanimelist.net/images/anime/1293/122662.jpg","Special","2","Finished Airing","2022-03-29","None found","[67]","Light novel","[2, 4, 12]","23.0","Recap episodes released before third season, summarizing first two seasons of Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen."
"281","Märchen Mädchen Specials","https://cdn.myanimelist.net/images/anime/1690/93175.jpg","Special","2","Finished Airing","2019-04-25","None found","[82]","Light novel","[2, 4, 21]","23.0","Episodes 11 and 12 of Märchen Mädchen, included on the sixth Blu-ray/DVD volume."
"282","Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!","https://cdn.myanimelist.net/images/anime/1288/97114.jpg","Movie","1","Finished Airing","1986-07-20","None found","[199, 337, 338, 339]","Game","[10, 1, 4]","1.0","In the film, Mario and Luigi are the owners of a grocery store. One night, Mario was engrossed in his Famicom game. Suddenly, the picture goes out and Princess Peach appears on the TV screen crying for help from the enemies attacking her and jumps out of the TV. Mario falls in love with her and vows to protect her. Soon after, Koopa appears on the TV screen and starts to come out of the TV. He grabs Princess Peach and takes her into the TV. Mario then discovers a small brooch that Peach left on the floor.  The next day, the brooch that Peach dropped becomes a matter of concern for Mario. Luigi immediately notices the brooch and regards it as the ""Visionary Jewel from the Country of Treasure"". Soon, Kibidango, a small dog-like being, wanders into the store and notices that Mario has Peach's brooch. He takes it away from Mario, enraging him, thus beginning his (and Luigi's) chase with Kibidango into the Mushroom Kingdom.  (Source: Wikipedia)"
"283","Harukanaru Toki no Naka de: Maihitoyo","https://cdn.myanimelist.net/images/anime/3/72170.jpg","Movie","1","Finished Airing","2006-08-19","None found","[317]","Visual novel","[6, 2, 19, 39, 24, 4, 9, 31]","1.0","One rainy day, Akane crosses path with a kind young man who tacitly offers to her his coat. On their second encounter, he confesses that he has no recollection of who he is, his name or his past, but feels contented by just being with her. Besotted, Akane sets out to find his name, and to unravel his enigmatic connection with a famous cursed dance rumoured to kill anyone who attempts to perform it.  (Source: ANN)"
"284","Strange Dawn","https://cdn.myanimelist.net/images/anime/12/74782.jpg","TV","13","Finished Airing","2000-07-11","Urban Vision","[340]","Original","[10, 6, 2, 4]","23.0","Yuko and Eri are two normal girls who are sucked into the alternate world filled with tiny people. The people of this mysterious world sees them as their ""Great Protectors"" who can protect their land in a time of strife. The two girls set out on a mission with a group of warriors from the village to find out how they were brought here and how might they return home. However, there is a war brewing and these two Great Protectors are the political tool that every faction lusts for to rally the people to their side.  (Source: ANN)"
"285","Ququ Bucai, Zaixia Yeguai","https://cdn.myanimelist.net/images/anime/1697/134541.jpg","ONA","12","Finished Airing","2023-04-16","None found","[157, 341, 342]","Web manga","[13, 10, 1, 2, 4]","19.0","The player Dongdong accidentally entered the Azure World and became the weakest wild monster. After signing a contract with the heroine Bubble to become the strongest pet, he led Bubble and his companions to embark on funny and exciting adventures in the Azure world. Dongdong also discovered the phenomenon that game NPCs and wild monsters gradually awakened and yearned for the human world. To find out the truth and return to real life. The protagonist group led by Dongdong, awakened NPCs, ordinary game players, and other forces began to wrestle around the connection between the two worlds.  (Source: Bilibili, Google translated)"
"286","Zanting! Rang Wo Cha Gonglue","https://cdn.myanimelist.net/images/anime/1594/125585.jpg","ONA","12","Finished Airing","2022-05-21","None found","[157, 19, 342]","Original","[1, 2, 4]","18.0","Because of a mistake in the summoning process, 30-year-old social animal Liu Yinuo was accidentally summoned into the game world. In order to return to reality as soon as possible, Liu Yinuo began to assist the 18-year-old ""brave"" Tian Enya to save the world. With her excellent cognition, Yinuo, who was originally a high-player, was like a duck to water in another world. Enya also grew from a wayward little girl to a mature and reliable big girl.  (Source: bilibili, translated)"
"287","Mahou Shoujo-tai Arusu the Adventure","https://cdn.myanimelist.net/images/anime/10/57289.jpg","OVA","6","Finished Airing","2007-11-22","Media Blasters","[311, 313]","Original","[10, 1, 2, 4]","22.0","""Tweeny Witches"" The Adventure created by Studio 4C in collaboration with ""Garo"" creator Keita Amemiya. Includes the Alice chapters ""Sakana ni Natta Maho Shojotai"" and ""Fuin Sareta Kokoro,"" Sheila chapters ""Yosei Hakusho"" and ""Kori no Majo to Hien no Taki,"" and Eva chapters ""Dragon House no Himitsu"" and ""Shippu Doto no Maho Shojotai"" on three DVDs.  (Source: AniDB)"
"288","Dual! Parallel Runrun Monogatari Special","https://cdn.myanimelist.net/images/anime/4/26319.jpg","Special","1","Finished Airing","1999-12-22","Geneon Entertainment USA","[200]","Original","[1, 6, 19, 28, 20, 4, 29]","29.0","Peace has been brought to both earths, and everyone is living out their lives as normal citizens. But how normal could life be for war hero Kazuki living with five beautiful women under the same roof... Apparently, he doesn't need to wait long to find out. An ancient artifact that is the key to their adventures in the parallel universes forces Kazuki to hop in the saddle yet again, but this time it's outer space or bust.  (Source: ANN)"
"289","Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω Mini Anime","https://cdn.myanimelist.net/images/anime/1762/113876.jpg","ONA","18","Finished Airing","2021-03-14","None found","[12, 113, 343]","Light novel","[1, 4]","1.0","Mini anime of Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω airing on the official Twitter account."
"290","Re:Monster","https://cdn.myanimelist.net/images/anime/1552/138576.jpg","TV","0","Not yet aired","null","None found","[49, 211, 344, 20]","Light novel","[13, 10, 2, 4, 12]","0.0","Tomokui Kanata has been re-incarnated in the weakest goblin, named Goburou, after having undergone an unfortunate death. However Goburou has retained his previous life's memories, an unusual evolution, as well as becoming strong enough to gain status boosts from eating.  In this alternate world of survival of the fittest, events unfold with competent subordinates and comrades, delightful case of the tail-wagging dog..."
"291","Dragon Collection","https://cdn.myanimelist.net/images/anime/1579/101841.jpg","TV","51","Finished Airing","2014-04-07","None found","[345, 257]","Card game","[2, 4]","11.0","Through an unexpected turn of events, an ordinary elementary school student, Hiro Enryuu, finds himself in the world of the ""Dragon Collection"" game. This is a world called Dragon Earth, where gods, humans, and monsters exist side by side. Those who roam this world using a magic book, called a Grimoire, and cards to summon monsters and search for treasures that bear the powers of dragons are called Dracolle Battlers. Despite his bewilderment, Hiro becomes a Dracolle Battler and, together with the friends he meets there, begins his adventure to become a legendary Dragon Master!  (Source: Crunchyroll)"
